Team,Opposing_Team,Pitch_Speed,Pitch_Type,Exit_Velocity,Launch_Angle,Distance
ATH,CIN,91.9,4,114.6,30,493
LAA,COL,97.8,Sinker,114.9,25,485
LAA,SF,76.2,Curveball,115.4,26,484
MIN,TEX,89.9,Slider,111.6,25,479
AZ,COL,94.4,4,106.7,29,474
ATH,SF,90.5,Sinker,108.5,25,471
DET,ATH,85.7,Slider,110.7,30,471
PIT,BOS,94.2,Cutter,111.7,36,471
LAA,ATH,82.2,Changeup,108.1,34,470
NYY,KC,94.3,4,117.9,31,469
ATL,KC,88.6,4,110,30,468
NYY,BOS,92.5,4,112.6,32,468
NYY,MIL,88.2,Cutter,115,30,468
PHI,MIA,89,4,116.5,24,468
TOR,COL,85.7,Changeup,108.3,33,467
TB,BAL,93.3,4,111.1,31,467
COL,AZ,84.8,Changeup,112,30,467
ATL,SD,93.1,4,115.5,23,467
AZ,WSH,84.5,Split-Finger,111.7,25,466
PHI,COL,91.5,Sinker,109.3,31,466
KC,PIT,93.1,4,110.8,27,466
CHC,COL,94.2,4,109,27,466
MIL,COL,92.5,Split-Finger,110.6,25,465
CWS,COL,92.1,4,108.7,25,464
ATL,WSH,92.4,4,111.6,26,464
PIT,LAA,88.1,Slider,116.6,28,463
BOS,ATH,92.2,4,109.9,33,463
PHI,ATL,93.1,4,116.7,24,462
BAL,ATL,91.7,4,108.7,28,461
ATL,SEA,84,Split-Finger,111.5,28,459
MIN,BAL,92.4,4,109,26,458
TB,ATH,90,Changeup,106.1,30,458
AZ,CHC,96.3,4,103.4,32,458
PIT,KC,78.4,Curveball,115.6,30,458
COL,CIN,89.6,Slider,107.4,30,457
BOS,COL,80.3,Curveball,111.1,26,457
KC,ATH,95.9,4,112.7,27,456
NYM,COL,85.5,Knuckle Curve,110.3,35,456
SEA,TEX,96.8,4,114.1,27,456
KC,MIN,86.5,Slider,108.7,30,456
PHI,WSH,84.7,Slider,109.3,30,456
ATL,NYY,82.1,Changeup,113.7,23,456
BAL,ATH,92.7,Cutter,112.4,32,455
NYM,WSH,96.7,4,114.8,24,455
AZ,LAD,94.1,Sinker,107.6,30,455
ATL,PHI,86,Slider,114.4,26,455
CWS,MIN,94.1,4,111.6,31,454
LAA,BOS,95.4,4,112.1,28,454
LAA,KC,80.8,Curveball,110.8,30,454
LAD,SF,92.1,Sinker,114.8,25,454
TOR,COL,52.7,Eephus,106.2,34,454
LAD,COL,87.5,4,106.3,28,453
MIA,BOS,96.5,4,110.9,22,453
AZ,SF,95.9,Sinker,109.4,30,453
NYM,PHI,89.6,Split-Finger,111.3,26,452
ATL,ATH,86.9,Cutter,105.8,34,452
COL,AZ,81.8,Knuckle Curve,107,24,452
CWS,CLE,89.8,Cutter,114.5,27,452
SF,COL,92.8,4,106.6,34,452
CHC,MIL,85.5,Cutter,111.5,26,452
COL,MIA,91.1,4,104.4,33,452
LAA,CIN,98.9,4,115.3,20,452
MIN,WSH,93.1,4,111.7,31,452
SD,COL,83.7,Changeup,103,29,452
WSH,LAD,94.2,Sinker,113.1,27,451
ATL,MIL,98.9,4,112.5,24,451
NYY,WSH,89.2,Slider,112.7,28,451
CIN,MIL,93.4,4,111.4,29,451
PIT,COL,81.2,Curveball,114.7,22,451
HOU,COL,90.4,4,107.6,33,451
ATL,PIT,95.5,4,108.5,34,451
ATL,PHI,88.2,Sinker,107.5,29,451
WSH,MIA,97.6,4,113,25,451
KC,CWS,83.4,Sweeper,107.7,28,451
LAD,COL,97.7,4,107.1,25,451
COL,PIT,81.2,Sweeper,112,29,451
CWS,DET,92.6,Sinker,109.8,27,451
NYY,BAL,84.3,Changeup,112.2,30,451
SD,COL,82.7,Changeup,106.2,27,451
MIN,KC,83.8,Slider,108.2,27,451
MIN,COL,84.7,Slider,108.4,27,451
TOR,COL,83.9,Changeup,106.9,28,451
CIN,KC,93.9,4,112.5,25,451
NYY,MIL,90.6,4,108.3,29,451
DET,PIT,86.3,Cutter,109,29,451
SEA,AZ,95.7,4,115.9,25,450
CLE,MIN,85.9,Changeup,115.3,23,450
COL,STL,90.8,Cutter,106.5,31,450
NYM,COL,93.5,Cutter,109.2,28,450
PHI,ATL,80.5,Curveball,111.7,25,450
ATH,DET,98.5,Sinker,110.5,27,450
DET,COL,86,Slider,109.2,29,450
SF,COL,93.5,4,105.3,26,450
TOR,HOU,95,4,114,27,450
SEA,CWS,89.1,Cutter,107.3,28,450
KC,TEX,90.9,Cutter,108.2,27,449
COL,AZ,95.4,4,108.6,27,449
AZ,COL,80.5,Split-Finger,107.2,27,449
KC,CLE,82.8,Sweeper,110.2,30,449
AZ,COL,78,Split-Finger,106.7,25,449
WSH,SEA,87.2,Cutter,112.8,27,448
KC,STL,94.1,4,108.5,24,448
SEA,ATH,91.7,4,110.9,32,448
PHI,SEA,86.5,Changeup,112.3,27,448
COL,MIN,94.8,4,108.8,30,448
LAA,ATL,87.6,Cutter,111.5,31,448
ATH,TEX,87.6,Changeup,109.4,28,448
TOR,ATH,88,Cutter,107.9,23,448
TOR,AZ,92.8,4,112.1,28,448
COL,MIN,93.5,4,107.6,34,448
MIL,AZ,88.5,Slider,110,25,448
LAD,MIL,90,Changeup,113.9,28,448
LAD,COL,85.1,Knuckle Curve,111,32,448
MIN,CIN,92.5,Sinker,108.3,28,448
SEA,KC,93.5,Sinker,108.2,30,447
ATH,HOU,84.2,Slider,111.7,33,447
COL,SD,96.8,4,106,26,447
ATH,LAA,95.9,4,110.7,32,447
NYM,LAD,92.9,Sinker,112.1,31,447
NYY,MIN,85.5,Slider,113.9,30,447
MIA,WSH,85.4,Split-Finger,109.9,32,447
LAA,AZ,94.9,4,106.9,36,447
MIN,TEX,91.5,Slider,110.4,23,447
TB,LAA,78.8,Changeup,108.7,31,447
NYY,LAD,89.7,Slider,113,30,446
MIN,CHC,82.8,Sweeper,105.9,27,446
ATL,MIN,93.3,4,108.9,27,446
PIT,COL,95.8,4,110.2,20,446
BOS,TOR,90.9,Cutter,108.9,32,446
MIN,CWS,85.3,Slider,111.7,30,446
BOS,MIN,93.9,4,108.9,26,446
MIA,COL,91.2,4,103.8,30,446
HOU,ATL,94.8,4,108.1,29,446
ATH,ATL,84.3,Slider,108.5,25,445
LAA,SEA,84.1,Slider,109.1,27,445
LAD,COL,95.9,4,109.7,27,445
SEA,HOU,92.6,4,110.5,24,445
AZ,ATL,86.4,Changeup,109.3,30,445
NYM,SD,82.9,Sweeper,108.5,24,445
NYY,CLE,81.8,Curveball,107.9,27,445
WSH,PIT,94.1,4,112.6,29,445
TOR,MIN,89.6,4,111.6,30,445
BAL,ATL,82.6,Curveball,107,33,445
CHC,ATH,94.5,Sinker,111.7,22,445
WSH,ATL,92.1,Sinker,111.6,29,445
PHI,ATL,91.9,Sinker,110.2,26,445
AZ,TEX,79.8,Sweeper,111.7,25,445
MIL,COL,83.6,Sweeper,104.9,32,444
ATL,WSH,94.7,4,107.8,29,444
KC,PIT,92,4,110.4,25,444
NYY,SEA,88.7,Slider,117.7,19,444
PHI,TEX,93,Cutter,115.4,28,444
ATL,TOR,88.9,Slider,110.2,34,444
PHI,COL,93.2,4,109.8,30,444
PHI,MIL,78,Curveball,108.1,30,444
CIN,STL,93.1,4,108.9,29,444
AZ,SD,93.3,4,110,22,443
MIL,TEX,94.1,4,109.2,26,443
COL,HOU,95.3,Sinker,106.8,31,443
HOU,SEA,87.8,Slider,109.9,29,443
NYM,STL,85.4,Slider,113.4,25,443
ATL,AZ,91.8,Cutter,110.4,32,443
ATL,WSH,93.5,Sinker,111.4,22,443
MIA,SF,88.3,Slider,109.7,30,443
NYY,BOS,99.6,4,115.5,29,443
AZ,ATL,84.5,Slider,106.5,30,443
LAA,SEA,95.9,4,110.9,25,443
STL,AZ,95,4,107.4,27,443
AZ,LAD,84.5,Slider,113,22,443
MIN,NYY,97.5,4,110.5,28,443
LAA,HOU,91.7,4,111,27,443
STL,COL,89.5,4,110,35,443
SF,PIT,90.4,4,111.4,27,442
SEA,MIN,83,Changeup,112,23,442
ATL,NYY,88.4,Cutter,110.7,32,442
PIT,WSH,80.3,Slider,114.5,21,442
BOS,ATL,97.8,4,108.3,29,442
PHI,ATL,88.9,Cutter,107.3,32,442
CHC,PHI,94.9,4,106.4,32,442
COL,STL,87.7,Changeup,112.2,27,442
NYY,TB,92.8,Sinker,109.8,27,442
AZ,LAD,84.3,Slider,109.3,28,442
NYY,MIL,90.6,4,109.5,25,442
PIT,MIL,94.4,4,117.9,20,442
COL,LAD,83.3,Split-Finger,104.3,31,442
KC,DET,82.2,Slurve,112.3,27,442
TEX,TB,87.2,Changeup,107.3,24,442
MIL,AZ,86.2,Sweeper,110.2,25,441
NYM,PHI,96.6,4,106.4,30,441
PHI,CWS,83.5,Sweeper,114.9,29,441
CIN,CLE,86.6,Cutter,108.6,32,441
CWS,TOR,79.9,Sweeper,114.2,28,441
LAD,MIN,86.6,Changeup,113.4,26,441
CHC,COL,87.2,Slider,104.4,30,441
SD,COL,84.7,Slider,107.6,28,441
AZ,TEX,83.6,Changeup,111.7,34,441
LAD,MIN,79,Curveball,110.3,34,441
SEA,ATL,97.3,4,113.5,21,441
PHI,MIA,95.8,4,106.7,27,441
COL,ATL,85.8,Changeup,110.2,29,441
TEX,HOU,88.9,4,113.2,29,441
MIL,PIT,88.4,Slider,109.4,28,441
ATL,STL,95,4,108.9,29,440
CHC,AZ,88.5,Sinker,108.9,23,440
CWS,CLE,96.7,4,111.2,27,440
MIL,DET,90.9,4,107.3,28,440
ATH,LAA,78.1,Changeup,109.4,27,440
PHI,SEA,83.8,Sweeper,112.9,31,440
MIA,SF,90.7,Slider,110.4,30,440
SEA,CHC,93.8,4,105,36,440
SEA,DET,87.1,Changeup,109.6,30,440
BOS,KC,91.8,4,110.4,29,440
AZ,MIN,92,4,110.6,30,440
SD,TEX,96.6,4,109.6,30,440
PIT,STL,93.7,4,110.4,28,440
CLE,NYM,83.8,Changeup,112.3,25,440
SEA,AZ,93.4,Sinker,107.8,23,440
LAA,NYY,78,Changeup,106.1,28,440
COL,SF,87.5,Slider,108.9,34,440
SEA,PIT,92,4,114.7,31,440
NYY,TOR,84.9,Sweeper,112,27,440
MIN,LAA,89.9,Cutter,108.3,27,440
LAA,ATH,94.9,4,108.7,32,439
PHI,ATL,90.2,Cutter,111.6,23,439
HOU,ATH,84.9,Slider,109.2,23,439
CIN,PIT,82.4,Slider,105.6,30,439
PHI,BOS,94.1,4,110.8,26,439
BAL,HOU,96.1,4,108.4,29,439
MIA,STL,83,Changeup,106.8,26,439
SD,COL,93.8,4,105.3,30,439
SF,COL,89.3,4,108.8,26,439
HOU,COL,92.1,4,112,24,439
COL,SD,81.9,Sweeper,107.9,24,439
KC,TEX,85.8,Slider,110.2,27,439
TOR,TEX,88,Split-Finger,110.3,28,439
CIN,BOS,95.2,4,109.1,30,439
TOR,ATH,78.6,Changeup,104.3,35,439
CWS,ATL,92.3,4,104.9,32,439
BOS,COL,87.9,Split-Finger,111.4,26,439
MIL,CIN,81.4,Slider,110.9,31,439
TB,BAL,80.6,Curveball,114.6,20,439
COL,LAD,94.8,4,105.4,35,439
SF,COL,87.2,Knuckle Curve,109.8,24,439
MIN,COL,95.8,Sinker,105.7,26,439
AZ,SD,103.9,4,107.1,29,439
NYM,LAA,93.4,4,112,26,439
LAA,CWS,95.8,4,108.9,28,438
AZ,ATL,95.2,4,106.1,29,438
TB,MIA,96.4,4,113.5,26,438
AZ,COL,80.8,Cutter,101.9,29,438
LAD,AZ,90.4,Cutter,109.5,32,438
ATL,NYY,80,Curveball,108.5,26,438
SF,MIA,82.8,Curveball,110.7,27,438
PHI,ATL,88,Curveball,111.7,28,438
WSH,NYM,88.4,Changeup,110.6,29,438
AZ,CHC,99.1,4,109.7,25,438
SEA,COL,93.1,4,110.9,33,438
ATH,DET,88.3,Sinker,108.1,29,438
SD,COL,94.9,4,110.9,23,438
SEA,ATH,82,Slider,113.3,33,438
ATL,STL,85.4,Slider,107.3,30,437
NYM,SD,93.3,Sinker,113,33,437
MIL,CIN,83.7,Changeup,108.2,25,437
SD,AZ,86.1,Sweeper,109.6,28,437
ATL,CWS,95.3,Sinker,108.9,26,437
MIN,TEX,91.8,Cutter,110.2,23,437
PHI,NYM,87.8,Cutter,110.4,24,437
NYM,PHI,84.5,Curveball,109.5,34,437
AZ,SD,93.4,4,108.1,31,437
TOR,KC,88.4,Cutter,106.2,22,437
COL,CIN,85.6,Slurve,107.2,28,437
AZ,COL,86.1,Split-Finger,107.9,29,437
DET,MIN,94.3,Sinker,109.5,32,437
MIL,PIT,98.3,4,107.8,25,437
SEA,TEX,95.3,Sinker,108.7,31,437
PHI,COL,82.8,Cutter,108,24,437
MIN,DET,87.5,Split-Finger,109.7,27,437
TEX,LAA,57.4,Eephus,108.5,35,437
DET,ATL,84.4,Curveball,104.3,33,436
COL,STL,92,Sinker,110,32,436
CIN,TEX,93.6,4,110.2,29,436
COL,DET,91.6,Slider,110.9,30,436
WSH,ATL,88.7,Slider,109.2,29,436
BAL,TOR,87.9,Changeup,105.8,31,436
SEA,MIN,91.2,4,109.6,24,436
CIN,KC,95.3,4,111.1,22,436
CLE,KC,86.1,Slider,111.3,34,436
HOU,KC,91.8,Sinker,110.6,30,436
NYY,BOS,97.5,4,108.6,27,436
COL,MIN,79.3,Curveball,105.1,37,436
DET,KC,87.7,Changeup,108,31,436
MIN,PHI,89.9,Sinker,107.5,29,436
ATL,WSH,97,Sinker,108.3,30,436
LAD,ATL,95.5,4,108.9,28,436
LAA,ATH,94.4,4,106.7,32,436
MIA,ATL,79.1,Curveball,112.2,22,436
AZ,CHC,87.3,Cutter,107.4,33,436
DET,PIT,89.9,Slider,113.7,27,436
LAA,NYY,82.5,Cutter,112.9,31,436
SEA,TB,99.3,4,108.6,27,436
SEA,AZ,93.2,4,109.9,31,435
SF,AZ,93,Sinker,108.5,24,435
TB,HOU,95.6,4,108.3,24,435
SF,SD,96.8,4,108.8,28,435
ATH,LAA,88.9,Changeup,107,24,435
ATH,COL,98.1,4,111,25,435
PIT,COL,95.6,4,110.6,23,435
WSH,SEA,85.2,Slider,113.3,34,435
STL,PIT,84.3,Sweeper,107.6,25,435
TOR,MIN,77.2,Sweeper,106.8,32,435
DET,KC,87.4,Slider,108.3,25,435
KC,SEA,94.4,4,106.3,30,435
ATL,CHC,91.3,4,108.1,29,435
MIL,TEX,91.1,Cutter,110.4,29,435
SD,COL,92.4,4,109.1,30,435
NYY,WSH,85.2,Slider,106.6,27,435
CIN,CWS,82.5,Sweeper,114.9,27,435
SD,WSH,95.7,4,110.6,24,435
LAD,MIN,87.4,Slider,107.5,26,435
LAA,BAL,86.9,Cutter,107.9,27,435
CIN,STL,85.3,Changeup,107.8,24,435
CIN,CHC,92.5,Sinker,105.5,27,435
PHI,DET,92.2,4,108.7,32,435
NYM,KC,88.3,Slider,106.6,30,435
NYM,DET,91.8,4,112.5,35,435
MIN,PIT,90.9,4,112.8,22,434
BAL,TOR,84,Slider,109.7,24,434
AZ,SD,96.7,4,110.3,24,434
MIN,ATL,96.7,4,109.5,25,434
TEX,LAA,56.1,Eephus,105.6,24,434
ATL,KC,77.5,Slurve,107.9,31,434
TEX,AZ,95,4,110.5,25,434
ATL,STL,82.8,Slider,106.9,28,434
MIL,ATL,94.4,4,107.8,26,434
MIN,CWS,94.1,4,106.4,28,434
LAA,CLE,91,4,106.6,26,434
BAL,SF,96.4,Sinker,110,24,434
PIT,LAA,87.2,4,115.2,23,434
BOS,COL,85,Slider,108.3,31,434
AZ,MIA,95.7,4,107.8,26,434
LAA,ATH,92.8,Cutter,109.3,32,434
TB,DET,92.2,4,113,25,434
TOR,TEX,81.1,Changeup,107.2,29,434
SEA,CWS,81.9,Sweeper,109.6,25,434
MIN,KC,92,Sinker,111,22,434
STL,CHC,93.8,Sinker,111.7,21,434
ATL,MIA,93.7,4,113.4,24,434
COL,AZ,88.9,Sinker,103.1,30,434
NYY,DET,90.7,4,114.9,32,434
NYM,CHC,91.9,4,110.5,29,434
AZ,LAA,88.2,Slider,109.9,37,434
MIA,DET,90,Cutter,105.5,28,434
MIN,DET,87.1,Split-Finger,106.9,25,434
COL,WSH,96.2,4,110.3,34,434
CHC,NYM,87.5,Changeup,108.4,30,434
CHC,SEA,81.7,Slider,103,33,434
PHI,COL,98.7,4,106.6,26,434
PHI,NYY,94.5,4,105.2,29,434
TEX,ATH,91.2,4,108,30,434
TOR,COL,90.7,4,101.8,34,434
WSH,STL,94.9,4,107,23,434
CWS,LAA,89.5,Sinker,108.5,28,433
SEA,NYY,83.6,Sweeper,110.4,23,433
ATH,TOR,93.8,4,106.2,33,433
BAL,ATH,86.2,Slider,109.6,24,433
LAD,LAA,89.6,Slider,114.9,27,433
WSH,STL,93,Sinker,115.9,23,433
TOR,MIN,89.7,4,112.7,33,433
ATL,WSH,86.5,Slider,111.3,25,433
TB,TOR,86.3,Changeup,108.8,25,433
LAA,BOS,88.2,Slider,108.1,23,433
SF,COL,86.3,Changeup,106.2,33,433
WSH,BAL,97.2,4,108.1,31,433
ATL,NYM,86,Slider,105,27,433
PIT,ATL,84.5,Slider,107.8,28,433
PHI,TOR,91.4,Sinker,106.8,26,433
ATL,MIA,96.6,Sinker,106.9,30,433
ATH,LAA,79.5,Curveball,107.5,36,433
NYY,CIN,83.3,Sweeper,108,37,433
TB,BAL,87.5,Cutter,108,27,433
CLE,MIA,79.8,Curveball,109.4,33,433
COL,PIT,85.4,Slider,107.7,31,433
BAL,LAD,98.7,4,109.3,35,433
NYY,ATH,94.6,4,108.7,33,433
LAA,TB,86.7,Knuckle Curve,107.5,26,433
COL,WSH,91.2,4,108.6,31,433
CHC,CWS,92.2,Sinker,105.7,25,433
ATH,MIN,94.5,4,108,24,433
TB,CHC,83.2,Split-Finger,107.7,24,433
LAD,MIA,92.1,Sinker,107.7,26,433
COL,MIN,95.9,4,103.3,33,433
CIN,COL,91.4,Sinker,107.3,23,433
ATL,ATH,92.6,Sinker,110.6,35,433
HOU,BOS,94.6,4,110.7,26,433
AZ,PIT,83.2,Changeup,108.8,33,433
TEX,CLE,92.9,4,110.2,26,433
STL,MIL,89.3,Sinker,108,30,433
BAL,COL,90.1,4,113.6,26,433
PIT,STL,91.7,4,110.8,27,432
TEX,DET,94.7,4,111.4,25,432
MIN,ATH,89,Sinker,107.2,22,432
LAA,SEA,96.4,Sinker,107.5,28,432
STL,TOR,95.9,4,110.7,29,432
NYM,COL,87.8,Cutter,107.3,26,432
NYY,TB,85.3,Slider,111.6,28,432
DET,BOS,92.8,Sinker,108.9,23,432
SD,CWS,93.3,4,111.7,25,432
HOU,ATH,95.2,4,106.1,34,432
TEX,MIL,93,4,108.4,27,432
PIT,AZ,95.3,Sinker,109.6,25,432
KC,DET,92.4,4,106.9,24,432
BAL,CIN,91.6,4,105,33,432
PHI,NYM,85.2,Slider,107,33,432
TOR,TB,88.5,Slider,109.3,26,432
SF,ATH,79.2,Slider,102.4,30,432
COL,SF,82.3,Slider,108.2,25,432
ATH,SEA,86.7,Slider,108.7,25,432
NYY,NYM,87.5,Slider,107.6,27,432
COL,MIL,89.7,4,106.7,29,432
SEA,TEX,86.9,Slider,110.7,33,432
SD,COL,85.7,Slider,103.1,32,432
PIT,MIL,92.2,4,122.9,23,432
NYY,MIN,93.4,Split-Finger,104.1,26,432
MIN,CIN,92.5,4,111.2,26,432
DET,TB,88,Changeup,108.1,29,432
STL,CHC,93,4,106.5,31,432
MIN,TOR,92.1,4,111.8,26,432
CHC,SEA,86.7,Slider,103.1,24,432
NYY,ATH,73,Curveball,111.9,22,431
CIN,MIA,98.6,Sinker,116.7,21,431
TB,KC,82.8,Slider,102.6,26,431
ATL,PIT,89.5,Sinker,108.4,31,431
BOS,ATH,94.4,4,106.5,29,431
COL,HOU,91.7,4,106.8,23,431
SF,LAD,85.9,Slider,108.7,27,431
KC,NYM,96.6,4,105,28,431
WSH,BAL,90.6,Sinker,116.3,25,431
MIA,KC,92.9,Sinker,110.2,23,431
PHI,CHC,96.7,4,109.6,27,431
HOU,ATH,77.6,Curveball,100.4,30,431
SEA,DET,79.7,Sweeper,108.1,24,431
MIN,DET,88.3,Changeup,105.7,27,431
WSH,MIA,88.4,Changeup,109.7,23,431
ATH,LAA,94,4,105.2,31,431
LAA,TOR,91.2,4,111.3,33,431
SEA,TEX,93,4,108.8,25,431
ATH,BAL,94.3,4,104.7,31,431
BOS,ATL,84.5,Slider,109,33,431
PHI,SEA,95.4,Sinker,108.3,25,431
HOU,ATL,92.1,Sinker,107.6,31,431
CLE,KC,81.5,Curveball,101.9,33,431
LAD,MIL,88.2,Curveball,108.4,27,431
STL,CLE,91,Sinker,108.9,31,431
SD,NYM,93.5,4,107.2,29,431
LAD,COL,96.1,4,111.2,35,431
LAA,SEA,96.1,Sinker,110.4,22,431
ATL,ATH,90.5,Cutter,108.3,36,431
LAA,ATH,80.5,Sweeper,107.2,32,431
TEX,BOS,83.8,Sweeper,108.1,29,431
COL,CWS,90.6,4,109.3,27,431
BOS,TEX,92.5,4,112.2,22,431
TEX,HOU,84.9,Slider,108.1,26,431
TEX,ATH,93,4,107.5,36,431
TB,BOS,84.6,Sweeper,106.9,30,431
ATH,TOR,96.1,4,104.8,26,431
STL,CIN,87.3,Sweeper,108.6,34,431
HOU,ATH,78.1,Sweeper,101.4,30,431
COL,AZ,92.1,4,106.2,27,431
SD,LAA,90.7,Cutter,109.2,26,430
ATL,MIA,86.5,Split-Finger,109.6,24,430
TEX,LAA,90.1,Slider,110.1,29,430
SF,COL,90.6,Sinker,112.8,21,430
LAD,PHI,90.2,Cutter,113.4,37,430
PHI,COL,93.8,4,105.3,29,430
AZ,CHC,86.5,Changeup,111.7,28,430
TOR,ATH,90.7,4,107,28,430
AZ,TB,91,Slider,107.8,29,430
KC,LAD,85.9,Sweeper,107.9,24,430
WSH,AZ,88.4,Changeup,110,31,430
BOS,KC,80.3,Slurve,107.9,32,430
STL,KC,84.9,Slider,107.3,26,430
NYY,BOS,87.3,Cutter,108,28,430
ATL,BOS,93,4,112.1,26,430
ATH,SEA,84.2,Changeup,108.7,26,430
PHI,NYM,84.3,Slider,109.4,27,430
HOU,TB,88.2,Slider,107,30,430
MIN,MIA,78.5,Curveball,108.3,33,430
SEA,TOR,94.6,4,108.5,24,430
LAA,COL,93.1,4,111.6,22,430
AZ,LAA,89,4,109.7,26,430
STL,BOS,76.5,Sweeper,109,28,430
MIN,DET,92.4,4,105.2,26,430
SF,STL,86.6,Cutter,110.5,22,430
BAL,ATH,90.9,4,103.7,31,430
LAA,SEA,87.2,Slider,107.4,28,429
ATH,KC,93.1,Sinker,105,24,429
ATH,COL,89.7,Sinker,107,26,429
LAA,DET,97.8,4,107.9,27,429
NYY,STL,92.9,Sinker,108.3,29,429
COL,MIA,86.6,Changeup,106.5,33,429
CWS,PIT,86.6,Sinker,107.2,30,429
LAD,KC,78.1,Changeup,110.4,35,429
MIL,KC,86.4,Cutter,104.6,28,429
KC,NYY,94.3,4,107.2,25,429
MIA,AZ,83.1,Split-Finger,107.9,27,429
MIN,KC,90.4,4,107.2,34,429
NYY,TB,92.3,Cutter,112.3,29,429
TEX,TB,96,Sinker,113,21,429
PHI,BAL,95.4,4,107.9,27,429
ATL,BAL,85.3,Cutter,107.8,33,429
DET,CLE,99,4,107.8,30,429
PHI,ATL,97.9,4,108.6,24,429
HOU,BAL,78.8,Curveball,111,25,429
NYY,CWS,91.1,Changeup,111,25,429
NYM,PHI,90.3,Cutter,106.2,29,429
NYY,DET,81.1,Slider,108.9,28,429
COL,ATL,93.1,4,106.1,25,429
DET,KC,91.6,Cutter,109.1,32,429
COL,CWS,96.2,Sinker,103.9,23,429
BOS,WSH,81.7,Slider,108,30,429
STL,NYY,93.6,Sinker,111,23,429
LAA,CLE,86.8,Cutter,106.9,27,429
TEX,MIA,87.2,Cutter,110.1,29,429
TB,TOR,97.7,4,109.1,24,429
LAD,STL,83.4,Slider,110.5,34,429
CIN,COL,96.9,4,107.2,27,429
CHC,COL,95.5,4,106.7,33,429
WSH,ATL,93.3,4,108.7,27,429
COL,WSH,93.9,4,106.2,26,429
WSH,BAL,90.8,Sinker,109,22,429
SEA,CIN,93.8,Sinker,106.7,29,429
DET,NYM,91.7,4,108.5,27,429
COL,MIN,89.2,Slider,106.9,25,429
KC,DET,79.1,Knuckle Curve,106.6,25,429
ATL,TOR,87.3,Changeup,105.6,29,429
CIN,BAL,88.4,Changeup,107.2,28,429
AZ,MIA,86.9,Changeup,109.3,29,429
TOR,KC,93.3,Sinker,113.9,23,428
PIT,KC,85.7,Cutter,105.9,26,428
NYM,SF,94.3,4,109.4,27,428
TB,STL,93.3,Sinker,110.5,31,428
PHI,NYM,96.4,4,107.8,36,428
WSH,COL,89.6,Split-Finger,110.2,34,428
STL,CLE,77.1,Sweeper,110.5,25,428
PHI,DET,86.8,Changeup,107.6,32,428
CWS,NYY,89.2,Changeup,113.7,31,428
STL,LAD,86.9,Slider,109.4,22,428
CLE,TB,85.8,Slider,104.1,32,428
LAA,TB,85,Changeup,107.1,27,428
AZ,PHI,80,Slider,107.1,30,428
ATL,BOS,96.2,4,106.8,27,428
WSH,COL,96.4,4,108.4,23,428
WSH,SD,86.6,Changeup,104.9,27,428
LAA,MIL,91,Sinker,107.6,24,428
NYY,NYM,94.1,Sinker,109.1,32,428
TB,ATH,93.1,4,105.7,27,428
TOR,BAL,86.8,Changeup,106.3,26,428
PIT,CHC,83.9,Split-Finger,109.8,27,428
BAL,TOR,85.6,Knuckle Curve,108.4,27,428
STL,KC,80.6,Curveball,106.8,26,428
CHC,STL,90.9,4,109.6,34,428
DET,WSH,92.2,4,104.7,32,428
KC,MIL,93.2,4,108.8,21,428
KC,STL,94.7,4,106.9,26,428
KC,DET,78.2,Knuckle Curve,106,25,428
BOS,HOU,91.2,4,106.9,29,428
KC,LAD,85.6,Sweeper,110.7,20,428
PHI,WSH,90.1,4,109,30,428
TEX,KC,93.3,4,107.5,32,428
COL,SD,95.9,4,104.8,27,428
CHC,CIN,86.4,Slider,110.2,30,428
MIA,MIL,94.3,4,103.9,30,428
TOR,ATH,84.4,Changeup,109.4,25,428
PHI,MIA,96.7,Sinker,114.8,23,428
TOR,NYY,86.6,Changeup,109.4,25,428
NYM,WSH,90.2,4,109.6,30,428
LAA,PHI,84.4,Slider,105.2,29,428
ATH,STL,92.9,4,109,31,428
LAA,SF,92.9,4,109.3,30,428
SD,HOU,84.1,Sweeper,108.7,24,427
PHI,BAL,92.5,4,110.9,35,427
SEA,DET,83.6,Slider,111.6,29,427
SD,NYM,83.6,Sweeper,108.6,24,427
CLE,STL,74.6,Curveball,105.4,24,427
MIN,PIT,79.8,Slider,106,32,427
NYM,AZ,91.9,4,110.9,33,427
CHC,ATH,94.5,4,107.5,27,427
NYY,CIN,89,Slider,107.9,31,427
ATL,SD,70.6,Sweeper,111,35,427
COL,SF,84.5,Curveball,109.3,28,427
TB,BAL,83.9,Slider,108.3,20,427
AZ,LAD,94.8,4,113.1,33,427
KC,DET,92.7,4,105,26,427
COL,SF,96.5,Cutter,103.5,30,427
PIT,KC,78.8,Slurve,106.5,30,427
SF,WSH,93.3,Sinker,105.7,27,427
ATH,LAA,96.1,Sinker,106.5,25,427
NYY,TEX,96,4,115,17,427
SEA,LAA,93.4,Sinker,105.9,27,427
TEX,LAA,81.5,Slider,107.2,24,427
NYM,PHI,92.1,4,108.9,27,427
WSH,MIL,79.3,Sweeper,108.7,27,427
BOS,CWS,81.1,Changeup,105.1,30,427
MIA,PHI,93.4,Sinker,105.9,30,427
TEX,LAA,87.5,Slider,108.8,29,427
AZ,NYM,91.6,Slider,106.8,32,427
NYM,CIN,92.6,4,105.3,25,427
