Team,Opposing_Team,Pitch_Speed,Pitch_Type,Exit_Velocity,Launch_Angle,Distance
BOS,ATH,83.4,Sweeper,100.6,37,351
SEA,TEX,86,Split-Finger,99.2,29,351
SF,AZ,93.2,4,103.2,38,351
CHC,HOU,87.3,Changeup,93.5,31,351
LAA,WSH,81.7,Slider,93.6,33,351
TB,COL,97.4,4,108.1,22,351
CIN,AZ,92.4,4,95,30,351
KC,BOS,84.3,Slider,96,30,351
CIN,MIN,88,Cutter,98.5,24,351
SD,KC,96.9,4,102.4,24,351
TB,HOU,97.2,Sinker,104.5,22,351
CWS,PHI,85.7,Changeup,99.7,39,351
NYM,MIN,83.8,Changeup,98.7,37,351
SEA,HOU,78.7,Changeup,107.6,27,351
CHC,CIN,77.8,Sweeper,101.1,24,351
DET,SF,92.2,Sinker,100.5,25,351
MIN,CIN,92.8,4,99.9,33,350
BOS,HOU,80.8,Sweeper,95.5,35,350
CIN,BOS,89.1,Cutter,101.6,44,350
CHC,CIN,86.9,Slider,106.3,43,350
SF,HOU,85.3,Slider,94.7,35,350
LAA,SD,72.3,Sweeper,95.8,37,350
LAD,WSH,94.3,4,99.5,29,350
DET,TB,89,Slider,105.6,21,350
TB,HOU,91.4,4,107.8,19,350
BAL,COL,95,4,95.8,38,350
SEA,CIN,79.8,Sweeper,104,39,350
NYY,TB,98.6,4,96.7,39,350
CIN,LAD,87.4,Slider,97.2,26,350
DET,HOU,81.8,Sweeper,98.9,40,350
HOU,DET,81.4,Sweeper,102.9,23,350
SD,SF,85.5,Slider,106.8,20,350
WSH,CHC,92.2,4,97.3,28,350
NYM,MIA,62.4,Other,99.3,40,350
ATL,MIA,85.3,Changeup,103.2,21,350
MIL,TOR,84.6,Slider,91.9,30,350
AZ,TEX,93.5,4,101.3,34,349
SEA,TB,91.8,Slider,113.4,18,349
LAA,TB,85.6,Slider,98.2,34,349
PHI,WSH,84.7,Cutter,101.6,23,349
NYY,MIL,88.5,Cutter,91.8,31,349
BOS,NYY,95.8,4,99,38,349
LAD,SD,86.1,Changeup,97.9,34,349
LAA,SEA,79.9,Slider,104.4,22,349
KC,STL,94.8,Sinker,100.3,25,349
TEX,CLE,94.6,4,93.9,36,349
SEA,NYY,96.4,Sinker,98.8,31,349
DET,TOR,80,Split-Finger,98.9,42,349
AZ,MIA,89.8,Changeup,96.8,37,348
MIN,TOR,90.8,4,96.4,40,348
AZ,SEA,94.4,Sinker,96.4,35,348
NYY,MIL,93.4,4,103.7,23,348
CLE,MIL,91.9,Sinker,95.1,27,348
MIL,TB,91.5,Cutter,99.3,32,348
CLE,LAA,80.8,Sweeper,95.3,32,348
WSH,HOU,92.8,4,103.7,38,348
PIT,NYY,82.6,Slider,96.6,25,348
SEA,DET,87.4,Slider,99,31,348
SEA,ATL,85.8,Changeup,94.2,27,348
NYY,TB,88.1,Cutter,101.6,38,348
SEA,CLE,83.1,Changeup,101.7,30,348
HOU,ATH,79,Sweeper,94.8,29,348
TB,SEA,94.9,Sinker,101,33,347
CLE,CWS,87,Slider,96.5,31,347
TEX,HOU,96.1,Sinker,98.2,40,347
PIT,CIN,81.5,Slider,95.5,29,347
MIN,CWS,96.5,4,91.6,36,347
SEA,SF,95.1,Sinker,97.6,28,347
HOU,CHC,85.7,Cutter,103.1,44,347
HOU,SEA,94.5,Sinker,94.4,38,347
ATH,CLE,93.6,4,95.8,31,347
WSH,CWS,92.5,4,98.5,36,347
TB,PHI,95.8,Sinker,98,30,347
NYY,BAL,96.3,4,101.3,22,347
CWS,BAL,86.8,Slider,96.4,30,347
NYY,PHI,84.1,Slider,92.1,37,347
ATH,MIA,77.5,Curveball,94.3,33,347
ATL,DET,83.6,Slider,97,37,347
MIA,WSH,90.4,Cutter,100.6,39,346
PIT,ATL,85.2,Slider,101.6,34,346
NYY,MIL,87.1,Cutter,109.1,22,346
NYY,BOS,89.7,Sinker,100.9,38,346
ATH,HOU,91.6,4,95.8,29,346
TB,HOU,87.1,Changeup,100.4,47,346
BOS,TOR,92,4,101.8,38,346
CHC,CIN,91.9,4,97.1,39,346
TB,ATH,88.2,Slider,103.5,47,346
CLE,MIA,93.2,Cutter,97.9,24,346
HOU,COL,94.6,4,91.6,31,346
MIN,HOU,94.2,Cutter,96.5,30,345
SEA,HOU,92.1,4,94.7,36,345
ATH,NYY,95.2,4,93.8,36,345
MIN,SEA,94.3,4,100.8,34,345
LAA,CLE,82.3,Sweeper,110.6,23,345
ATL,PHI,88.4,Split-Finger,94.9,37,345
ATL,TOR,91.9,Split-Finger,95.1,32,345
BAL,CIN,91.6,4,93.3,27,345
CLE,TOR,85.7,Cutter,101.5,42,345
SF,MIA,97.5,4,100.3,26,345
DET,CWS,80.6,Sweeper,102.9,26,345
AZ,NYY,89,Sinker,96.1,30,345
NYY,TB,91.2,Cutter,91.8,32,345
NYY,SEA,82.3,Sweeper,97.9,36,345
CWS,TEX,85.6,Cutter,98.3,35,345
NYY,TB,95.4,Sinker,97.8,28,344
SD,MIL,91.3,Cutter,98.2,34,344
CHC,HOU,83.1,Slider,105.8,24,344
SEA,PIT,78.9,Curveball,100.3,29,344
SF,CIN,98.7,4,101.2,37,344
CHC,ATH,93.3,Cutter,98.5,31,344
SEA,NYY,91,Cutter,92.7,27,344
CWS,TB,96.8,4,99.5,24,344
HOU,TEX,98.4,4,98.6,28,343
LAD,LAA,82.5,Sweeper,94.4,35,343
TEX,SEA,94.6,4,101,30,343
SF,MIL,78.9,Changeup,96.2,38,343
CIN,SD,71.3,Curveball,96.1,26,343
NYY,BOS,91.4,Cutter,95.7,26,343
NYY,BAL,78.3,Curveball,97.9,24,343
NYM,ATL,93.9,4,98.8,44,343
NYY,TB,96.9,4,105.3,46,343
PHI,ATH,71.9,Curveball,91.8,27,343
LAD,TOR,94.3,Sinker,96.8,31,342
ATL,TB,89.3,Cutter,105.5,24,342
HOU,MIN,81.3,Slider,94.4,41,342
NYM,WSH,95.7,4,92.9,31,342
PHI,TB,91.2,Cutter,97.2,26,342
CLE,HOU,86.6,Changeup,97.8,24,342
ATL,SD,89.4,Slider,108.4,23,342
NYY,MIL,82.8,Slider,99.6,27,342
LAD,CIN,95.1,Sinker,94.1,36,342
TB,BAL,96,Sinker,96,44,341
ATH,NYM,87.5,Changeup,103.9,21,341
NYY,SD,96.3,4,102,30,341
HOU,LAD,96.2,4,99,29,341
ATH,CHC,83.7,Knuckle Curve,100.2,24,341
TB,LAD,95.1,4,92.2,31,341
TEX,BOS,95.2,4,97.9,35,341
CHC,PIT,82,Sweeper,99.6,24,341
TEX,TB,88.2,Changeup,92.8,32,341
BOS,MIA,80.8,Curveball,95.5,37,341
WSH,SF,89.3,Slider,107.6,27,340
HOU,ATH,79.4,Changeup,95.3,33,340
ATH,CHC,83.2,Slider,98,32,340
PHI,SEA,86.9,Slider,100.3,40,340
HOU,SEA,98.4,Sinker,99.3,43,340
HOU,MIN,94.1,4,99,30,339
HOU,TEX,95.7,4,100.9,23,339
LAA,HOU,79.9,Cutter,105.4,25,339
ATL,CLE,86.5,Slider,91.9,35,339
SD,MIA,86.7,Sweeper,97.8,26,339
KC,SEA,96.1,Sinker,93.3,36,338
NYM,STL,90.4,4,100.1,39,338
HOU,TB,98.9,Sinker,95.3,33,338
SD,SF,76.5,Curveball,88.9,28,338
SEA,NYM,88.9,Split-Finger,94.8,34,338
BOS,HOU,93.3,4,96.5,32,338
BOS,TOR,89.8,4,96.5,30,337
BAL,NYY,96.4,4,98.1,35,337
NYY,AZ,96.4,4,94,38,337
SEA,BAL,88.4,Cutter,99.9,42,337
BAL,SEA,87.5,Slider,103.5,25,337
TEX,TOR,81.2,Changeup,94.9,45,336
CWS,TB,97.8,4,96.7,29,336
BOS,TB,92.5,4,105.8,20,335
NYY,HOU,90.7,Sinker,93.4,30,335
TB,BAL,78.5,Curveball,97.9,43,334
BOS,SEA,95.6,4,97.7,26,334
MIL,TB,95.8,4,96.2,25,334
SEA,TB,95.1,Sinker,98.6,39,334
CLE,HOU,96.3,Sinker,97.2,40,334
NYY,WSH,95.2,4,92.8,32,334
NYY,NYM,94.8,4,98.4,30,333
HOU,COL,91.1,4,93.5,38,333
CLE,BAL,95.5,4,96.7,28,332
TB,BOS,93.5,Cutter,98.5,34,331
MIL,NYY,88.6,Cutter,108.7,21,331
TB,CWS,94.1,Sinker,100.2,28,331
CLE,CIN,92.6,Sinker,94.4,42,330
TB,HOU,91.1,Sinker,90.9,36,330
KC,TB,97.6,4,100.5,25,330
BAL,HOU,93.2,4,94.5,40,330
HOU,ATH,79.1,Curveball,90.6,35,330
TB,TOR,88,Slider,96.3,39,329
HOU,CHC,84.6,Sweeper,98,43,328
TB,TEX,91.7,4,88.9,37,328
TB,LAA,95.3,4,95.1,39,327
TB,LAA,85.3,Changeup,97.8,45,327
NYY,TEX,85.2,Slider,99.8,36,326
TB,LAD,94.9,4,92.9,25,326
NYY,TB,91.1,Cutter,90.5,36,322
ATL,CIN,92.6,Sinker,95.5,26,321
LAA,TB,90.8,Sinker,97.7,33,320
BOS,NYY,96.3,4,91.2,31,316
BOS,LAA,86.9,Changeup,94,31,308
BOS,CLE,80.7,Slider,94.5,42,306
